Order_ID,Order_TS,Scheduled_TS,Actual_TS,Scheduled_Minutes,Actual_Minutes,Delay_Minutes,Is_Delayed,Time_Slot,Zone,Weather,Traffic,Vehicle,Category,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time
ORD_ID-61,30-03-2022 21:55,30-03-2022 23:50,30-03-2022 23:45,115,110,-5,FALSE,21:00–24:00,Metropolitian,Sunny,Jam,scooter,Books,12.3085,76.665808,12.3385,76.695808,33,4.9,30-03-2022,21:55:00,22:00:00
ORD_ID-62,12-03-2022 22:40,13-03-2022 01:00,13-03-2022 01:30,140,170,30,TRUE,21:00–24:00,Metropolitian,Cloudy,Low,scooter,Shoes,21.183434,72.814492,21.253434,72.884492,30,4.4,12-03-2022,22:40:00,22:55:00
ORD_ID-63,31-03-2022 23:50,01-04-2022 01:35,01-04-2022 01:50,105,120,15,TRUE,21:00–24:00,Urban,Sandstorms,Low,motorcycle,Jewelry,19.254567,72.848923,19.364567,72.958923,33,5,31-03-2022,23:50:00,23:55:00
ORD_ID-64,17-03-2022 15:25,17-03-2022 17:45,17-03-2022 16:50,140,85,-55,FALSE,15:00–18:00,Metropolitian,Fog,Medium,scooter,Pet Supplies,18.55144,73.804855,18.59144,73.844855,36,4.9,17-03-2022,15:25:00,15:40:00
ORD_ID-65,15-02-2022 10:20,15-02-2022 12:15,15-02-2022 11:30,115,70,-45,FALSE,09:00–12:00,Metropolitian,Sandstorms,Low,van,Shoes,25.449659,81.839744,25.469659,81.859744,21,4.8,15-02-2022,10:20:00,10:30:00
ORD_ID-66,15-02-2022 20:55,15-02-2022 23:15,15-02-2022 23:25,140,150,10,TRUE,18:00–21:00,Metropolitian,Stormy,Jam,motorcycle,Skincare,30.372202,78.077151,30.422202,78.127151,39,4.9,15-02-2022,20:55:00,21:00:00
ORD_ID-67,07-03-2022 10:40,07-03-2022 12:42,07-03-2022 10:55,122.5,15,-107.5,FALSE,09:00–12:00,Metropolitian,Stormy,Low,scooter,Grocery,0,0,0.02,0.02,23,4.8,07-03-2022,10:40:00,10:50:00
ORD_ID-68,28-03-2022 15:55,28-03-2022 17:25,28-03-2022 17:15,90,80,-10,FALSE,15:00–18:00,Urban,Fog,Medium,scooter,Apparel,0,0,0.04,0.04,35,4.8,28-03-2022,15:55:00,16:05:00
ORD_ID-69,16-03-2022 20:10,16-03-2022 23:05,16-03-2022 23:10,175,180,5,TRUE,18:00–21:00,Metropolitian,Cloudy,Jam,scooter,Home,12.972793,80.249982,13.062793,80.339982,39,4.6,16-03-2022,20:10:00,20:15:00
ORD_ID-70,17-03-2022 12:10,17-03-2022 13:15,17-03-2022 13:40,65,90,25,TRUE,12:00–15:00,Urban,Sunny,High,scooter,Sports,21.157735,72.768778,21.197735,72.808778,22,4.7,17-03-2022,12:10:00,12:15:00
ORD_ID-71,15-03-2022 15:30,15-03-2022 17:50,15-03-2022 16:55,140,85,-55,FALSE,15:00–18:00,Metropolitian,Fog,Medium,scooter,Outdoors,21.186438,72.794115,21.226438,72.834115,32,4.6,15-03-2022,15:30:00,15:45:00
ORD_ID-72,25-03-2022 22:10,25-03-2022 23:55,25-03-2022 23:25,105,75,-30,FALSE,21:00–24:00,Urban,Sandstorms,Low,motorcycle,Apparel,0,0,0.08,0.08,24,4.8,25-03-2022,22:10:00,22:15:00
ORD_ID-73,09-03-2022 10:35,09-03-2022 12:25,09-03-2022 12:00,110,85,-25,FALSE,09:00–12:00,Metropolitian,Fog,Low,motorcycle,Books,0,0,0.02,0.02,29,4.7,09-03-2022,10:35:00,10:45:00
ORD_ID-74,05-03-2022 23:50,06-03-2022 02:15,06-03-2022 00:40,145,50,-95,FALSE,21:00–24:00,Metropolitian,Fog,Low,motorcycle,Shoes,17.431477,78.40035,17.491477,78.46035,26,4.7,05-03-2022,23:50:00,00:05:00
ORD_ID-75,11-02-2022 21:10,11-02-2022 23:35,11-02-2022 23:25,145,135,-10,FALSE,21:00–24:00,Metropolitian,Fog,Jam,motorcycle,Sports,0,0,0.05,0.05,20,4.5,11-02-2022,21:10:00,21:25:00
ORD_ID-76,12-03-2022 20:25,12-03-2022 22:50,12-03-2022 23:30,145,185,40,TRUE,18:00–21:00,Metropolitian,Sandstorms,Jam,motorcycle,Pet Supplies,13.064181,80.236442,13.154181,80.326442,35,4.1,12-03-2022,20:25:00,20:40:00
ORD_ID-77,29-03-2022 20:50,29-03-2022 23:50,30-03-2022 00:30,180,220,40,TRUE,18:00–21:00,Metropolitian,Fog,Jam,scooter,Electronics,12.933298,77.614293,13.023298,77.704293,39,4.6,29-03-2022,20:50:00,21:00:00
ORD_ID-78,19-03-2022 12:35,19-03-2022 14:50,19-03-2022 14:55,135,140,5,TRUE,12:00–15:00,Metropolitian,Windy,High,van,Snacks,22.311358,73.164798,22.351358,73.204798,34,4.7,19-03-2022,12:35:00,12:45:00
ORD_ID-79,10-03-2022 21:00,10-03-2022 23:20,11-03-2022 00:30,140,210,70,TRUE,21:00–24:00,Metropolitian,Cloudy,Jam,scooter,Apparel,12.934365,77.616155,13.044365,77.726155,27,4.7,10-03-2022,21:00:00,21:15:00
ORD_ID-80,16-02-2022 23:40,17-02-2022 01:45,17-02-2022 01:45,125,125,0,FALSE,21:00–24:00,Metropolitian,Windy,Low,motorcycle,Sports,0,0,0.11,0.11,30,4.8,16-02-2022,23:40:00,23:55:00
ORD_ID-81,27-03-2022 18:15,27-03-2022 21:10,27-03-2022 21:30,175,195,20,TRUE,18:00–21:00,Metropolitian,Cloudy,Medium,scooter,Jewelry,13.086438,80.220672,13.196438,80.330672,25,4.4,27-03-2022,18:15:00,18:20:00
ORD_ID-82,27-03-2022 18:20,27-03-2022 20:30,27-03-2022 20:00,130,100,-30,FALSE,18:00–21:00,Urban,Stormy,Medium,motorcycle,Electronics,19.254567,72.848923,19.364567,72.958923,25,4.7,27-03-2022,18:20:00,18:25:00
ORD_ID-83,24-03-2022 11:45,24-03-2022 13:47,24-03-2022 14:20,122.5,155,32.5,TRUE,09:00–12:00,Metropolitian,Stormy,High,motorcycle,Kitchen,26.913483,75.803139,26.933483,75.823139,30,5,24-03-2022,11:45:00,11:50:00
ORD_ID-84,09-03-2022 20:45,09-03-2022 23:05,09-03-2022 21:50,140,65,-75,FALSE,18:00–21:00,Metropolitian,Stormy,Jam,motorcycle,Home,17.411028,78.329645,17.471028,78.389645,24,4.6,09-03-2022,20:45:00,20:55:00
ORD_ID-85,03-03-2022 21:55,03-03-2022 23:55,04-03-2022 00:15,120,140,20,TRUE,21:00–24:00,Metropolitian,Stormy,Jam,motorcycle,Home,18.516216,73.842527,18.566216,73.892527,39,4.8,03-03-2022,21:55:00,22:10:00
ORD_ID-86,15-02-2022 12:45,15-02-2022 14:50,15-02-2022 14:20,125,95,-30,FALSE,12:00–15:00,Urban,Windy,High,scooter,Snacks,15.5696,73.742294,15.6096,73.782294,25,4.8,15-02-2022,12:45:00,12:50:00
ORD_ID-87,18-02-2022 23:30,19-02-2022 01:30,19-02-2022 03:00,120,210,90,TRUE,21:00–24:00,Urban,Fog,Low,motorcycle,Kitchen,19.876428,75.364792,19.956428,75.444792,37,4.6,18-02-2022,23:30:00,23:45:00
ORD_ID-88,01-03-2022 10:50,01-03-2022 12:40,01-03-2022 12:45,110,115,5,TRUE,09:00–12:00,Metropolitian,Fog,Low,motorcycle,Electronics,12.939496,77.625999,12.949496,77.635999,24,5,01-03-2022,10:50:00,10:55:00
ORD_ID-89,23-03-2022 21:25,23-03-2022 23:25,24-03-2022 00:40,120,195,75,TRUE,21:00–24:00,Metropolitian,Stormy,Jam,motorcycle,Cosmetics,17.433809,78.386744,17.543809,78.496744,25,4.2,23-03-2022,21:25:00,21:40:00
ORD_ID-90,01-04-2022 10:10,01-04-2022 12:12,01-04-2022 12:15,122.5,125,2.5,TRUE,09:00–12:00,Metropolitian,Stormy,Low,motorcycle,Outdoors,23.374878,85.335739,23.384878,85.345739,32,4.6,01-04-2022,10:10:00,10:20:00
ORD_ID-91,16-02-2022 23:00,17-02-2022 01:00,17-02-2022 00:15,120,75,-45,FALSE,21:00–24:00,Metropolitian,Sandstorms,Low,scooter,Clothing,-27.163303,78.057044,27.233303,78.127044,34,4.7,16-02-2022,23:00:00,23:05:00
ORD_ID-92,11-03-2022 08:40,11-03-2022 09:55,11-03-2022 09:55,75,75,0,FALSE,06:00–09:00,Urban,Cloudy,Low,scooter,Books,22.74806,75.8934,22.76806,75.9134,38,4.9,11-03-2022,08:40:00,08:55:00
ORD_ID-93,14-03-2022 17:50,14-03-2022 19:25,14-03-2022 19:05,95,75,-20,FALSE,15:00–18:00,Metropolitian,Sunny,Medium,van,Home,26.891191,75.802083,26.981191,75.892083,36,4.8,14-03-2022,17:50:00,17:55:00
ORD_ID-94,18-03-2022 20:25,18-03-2022 22:45,18-03-2022 21:40,140,75,-65,FALSE,18:00–21:00,Metropolitian,Stormy,Jam,motorcycle,Electronics,21.160437,72.774209,21.270437,72.884209,25,5,18-03-2022,20:25:00,20:40:00
ORD_ID-95,01-04-2022 22:20,02-04-2022 00:15,01-04-2022 23:50,115,90,-25,FALSE,21:00–24:00,Metropolitian,Sunny,Low,motorcycle,Outdoors,12.316967,76.603067,12.366967,76.653067,29,5,01-04-2022,22:20:00,22:25:00
ORD_ID-96,04-04-2022 23:40,05-04-2022 01:40,05-04-2022 02:05,120,145,25,TRUE,21:00–24:00,Metropolitian,Sandstorms,Low,van,Clothing,18.927584,72.832585,19.017584,72.922585,36,4.7,04-04-2022,23:40:00,23:50:00
ORD_ID-97,11-03-2022 23:25,12-03-2022 01:50,12-03-2022 01:05,145,100,-45,FALSE,21:00–24:00,Metropolitian,Fog,Low,motorcycle,Snacks,11.022298,76.998349,11.072298,77.048349,33,4.7,11-03-2022,23:25:00,23:30:00
ORD_ID-98,13-03-2022 12:40,13-03-2022 15:00,13-03-2022 15:55,140,195,55,TRUE,12:00–15:00,Metropolitian,Cloudy,High,scooter,Skincare,12.325461,76.632278,12.365461,76.672278,36,4.4,13-03-2022,12:40:00,12:55:00
ORD_ID-99,04-03-2022 23:30,05-03-2022 01:35,05-03-2022 01:05,125,95,-30,FALSE,21:00–24:00,Metropolitian,Windy,Low,motorcycle,Sports,18.530963,73.828972,18.640963,73.938972,21,4.8,04-03-2022,23:30:00,23:45:00
ORD_ID-100,26-03-2022 23:55,27-03-2022 01:55,27-03-2022 00:14,120,19,-101,FALSE,21:00–24:00,Urban,Cloudy,Low,scooter,Grocery,17.458998,78.500366,17.488998,78.530366,25,4.8,26-03-2022,23:55:00,00:10:00
ORD_ID-101,16-03-2022 22:50,17-03-2022 00:55,17-03-2022 00:15,125,85,-40,FALSE,21:00–24:00,Metropolitian,Windy,Low,motorcycle,Electronics,19.1813,72.836191,19.3113,72.966191,23,4.8,16-03-2022,22:50:00,23:00:00
ORD_ID-102,01-03-2022 10:25,01-03-2022 12:10,01-03-2022 11:40,105,75,-30,FALSE,09:00–12:00,Urban,Stormy,Low,motorcycle,Books,11.022477,76.995667,11.032477,77.005667,25,4.6,01-03-2022,10:25:00,10:40:00
ORD_ID-103,15-03-2022 08:45,15-03-2022 10:15,15-03-2022 10:20,90,95,5,TRUE,06:00–09:00,Urban,Sandstorms,Low,motorcycle,Apparel,22.727021,75.884167,22.747021,75.904167,24,4.3,15-03-2022,08:45:00,09:00:00
ORD_ID-104,04-03-2022 21:25,04-03-2022 23:25,04-03-2022 23:50,120,145,25,TRUE,21:00–24:00,Metropolitian,Sandstorms,Jam,motorcycle,Apparel,12.979166,77.640709,13.069166,77.730709,27,4.6,04-03-2022,21:25:00,21:40:00
